DOI,Title,Publication Name,Cover Date
doi:10.1016/j.apcatb.2005.10.026,"Characteristics of copper ion exchanged mordenite catalyst deactivated by HCl for the reduction of NO
                  x
                with NH3
             ",Applied Catalysis B: Environmental,2006/4/18
doi:10.1016/S1872-2067(17)62917-6,Carbon film encapsulated Fe2O3: An efficient catalyst for hydrogenation of nitroarenes ,Chinese Journal of Catalysis,2017/11/30
doi:10.1016/j.joei.2018.10.003,The Mo modified Ce/TiO2 catalyst for simultaneous Hg0 oxidation and NO reduction ,Journal of the Energy Institute,2019/10/31
doi:10.1016/j.apcata.2018.11.013,Ethanol aerobic and anaerobic oxidation with FeVO4 and V2O5 catalysts ,Applied Catalysis A: General,2019/1/25
doi:10.1016/j.apcatb.2005.05.013,Active sites of Cu-ZSM-5 for the decomposition of acrylonitrile ,Applied Catalysis B: Environmental,2005/11/9
doi:10.1016/j.cej.2017.08.043,"Coexistence of enhanced Hg0 oxidation and induced Hg2+ reduction on CuO/TiO2 catalyst in the presence of NO and NH3
             ",Chemical Engineering Journal,2017/12/15
doi:10.1016/j.catcom.2012.03.026,Effect of Y doping on oxygen vacancies of TiO2 supported MnOX for selective catalytic reduction of NO with NH3 at low temperature ,Catalysis Communications,2012/8/5
doi:10.1016/j.apcatb.2007.05.010,"Surface characterization studies of TiO2 supported manganese oxide catalysts for low temperature SCR of NO with NH3
             ",Applied Catalysis B: Environmental,2007/10/30
doi:10.1016/j.apcatb.2014.09.036,Combined effect of KCl and SO2 on the selective catalytic reduction of NO by NH3 over V2O5/TiO2 catalyst ,Applied Catalysis B: Environmental,2015/3/31
doi:10.1016/j.apcatb.2018.06.024,Low content of CoOx supported on nanocrystalline CeO2 for toluene combustion: The importance of interfaces between active sites and supports ,Applied Catalysis B: Environmental,2019/1/31
doi:10.1016/j.jcat.2005.04.032,Role of sulphates on the mechanism of NH3-SCR of NO at low temperatures over presulphated vanadium supported on carbon-coated monoliths ,Journal of Catalysis,2005/7/1
doi:10.1016/j.apsusc.2017.09.061,"Coupling catalytic hydrolysis and oxidation of HCN over HZSM-5 modified by metal (Fe,Cu) oxides ",Applied Surface Science,2018/1/1
doi:10.1016/S0926-3373(02)00026-7,Cobalt supported on zirconium doped mesoporous silica: a selective catalyst for reduction of NO with ammonia at low temperatures ,Applied Catalysis B: Environmental,2002/7/25
doi:10.1016/j.catcom.2013.11.032,Selective catalytic reduction of NOx by NH3 over MoO3-promoted CeO2/TiO2 catalyst ,Catalysis Communications,2014/2/10
doi:10.1016/j.cattod.2012.06.015,Catalytic N2O decomposition on Pr0.8Ba0.2MnO3 type perovskite catalyst for industrial emission control ,Catalysis Today,2012/12/30
doi:10.1016/j.cattod.2010.01.026,Selective catalytic reduction of NO with NH3 over Mn–Fe/USY under lean burn conditions ,Catalysis Today,2010/6/19
doi:10.1016/j.clay.2014.12.033,Study on the preparation and characterization of a titanium-pillared clay-supported CrCe catalyst and its application to the degradation of a low concentration of chlorobenzene ,Applied Clay Science,2015/3/31
doi:10.1016/j.apcata.2020.117918,NiMn mixed oxides with enhanced low-temperature deNOx performance: Insight into the coordinated decoration of MnOx by NiO phase via glycine combustion method ,Applied Catalysis A: General,2021/1/25
doi:10.1016/j.jcis.2015.10.061,"Catalyst performance and mechanism of catalytic combustion of dichloromethane (CH2Cl2) over Ce doped TiO2
             ",Journal of Colloid and Interface Science,2016/2/1
doi:10.1016/j.apcata.2021.118221,Neuro-genetic machine learning framework accelerates the optimization of Ag/MnOx catalyst for total oxidation of toluene ,Applied Catalysis A: General,2021/7/25
doi:10.1016/j.molcata.2008.11.003,Characterization and catalytic application of highly dispersed manganese oxides supported on activated carbon ,Journal of Molecular Catalysis A: Chemical,2009/3/18
doi:10.1016/j.jcat.2012.07.011,"TNU-9, a new zeolite for the selective catalytic reduction of NO: An in situ X-ray absorption spectroscopy study ",Journal of Catalysis,2012/11/30
doi:10.1016/j.apsusc.2018.09.261,New insight into alkali resistance and low temperature activation on vanadia-titania catalysts for selective catalytic reduction of NO ,Applied Surface Science,2019/2/1
doi:10.1016/j.micromeso.2021.111428,Ag/ZSM-5 traps for C2H4 and C7H8 adsorption under cold-start conditions ,Microporous and Mesoporous Materials,2021/11/30
doi:10.1016/j.cjche.2021.10.015,Role of oxygen vacancies and Sr sites in SrCo0.8Fe0.2O3 perovskite on efficient activation of peroxymonosulfate towards the degradation of aqueous organic pollutants ,Chinese Journal of Chemical Engineering,2021/12/31
doi:10.1016/j.jcat.2004.01.007,Reduction of N2O with CO over FeMFI zeolites: influence of the preparation method on the iron species and catalytic behavior ,Journal of Catalysis,2004/4/1
doi:10.1016/j.jece.2020.104399,Effect of hierarchical element doping on the low-temperature activity of manganese-based catalysts for NH3-SCR ,Journal of Environmental Chemical Engineering,2020/10/31
doi:10.1016/j.catcom.2016.09.031,Novel holmium-modified Fe-Mn/TiO2 catalysts with a broad temperature window and high sulfur dioxide tolerance for low-temperature SCR ,Catalysis Communications,2017/1/5
doi:10.1016/j.jtice.2018.04.023,Enhanced selective catalytic wet oxidation of H2S to S over Ce–Fe/MgO catalysts at ambient temperature ,Journal of the Taiwan Institute of Chemical Engineers,2018/8/31
doi:10.1016/j.catcom.2011.01.023,Simultaneous catalytic removal of NOx and diesel soot particulates over La2−xAxNi1−yByO4 perovskite-type oxides ,Catalysis Communications,2011/4/30
doi:10.1016/j.partic.2014.07.001,"Effects of cerium incorporation on the catalytic oxidation of benzene over flame-made perovskite La1−x
               Ce
                  x
               MnO3 catalysts ",Particuology,2015/4/30
doi:10.1016/j.mcat.2019.110562,New insight into the synergistic promotion effect of phosphorus and molybdenum on the ceria-titanium catalysts for superior SCR performance ,Molecular Catalysis,2019/11/30
doi:10.1016/j.seppur.2022.121544,"Low temperature denitrification and mercury removal of Mn/TiO2-based catalysts: A review of activities, mechanisms, and deactivation ",Separation and Purification Technology,2022/9/15
doi:10.1016/j.jece.2021.106153,Behavior and structure tuning of (Mn&Fe)AlOx-based catalysts for superior denitrification performance ,Journal of Environmental Chemical Engineering,2021/10/31
doi:10.1016/j.apsusc.2022.154075,"Cu, Co, or Ni species in exchanged Y zeolite catalysts and their denitration performance for selective catalytic reduction by ammonia ",Applied Surface Science,2022/10/30
doi:10.1016/j.cattod.2018.05.002,The promotion effect of nickel and lanthanum on Cu-ZSM-5 catalyst in NO direct decomposition ,Catalysis Today,2019/5/1
doi:10.1016/j.apcata.2004.08.006,Binder effect upon the catalytic behavior of PtCoZSM5 washcoated on cordierite monoliths ,Applied Catalysis A: General,2004/11/25
doi:10.1016/j.jhazmat.2021.125821,Insights into the co-doping effect of Fe3+ and Zr4+ on the anti-K performance of CeTiOx catalyst for NH3-SCR reaction ,Journal of Hazardous Materials,2021/8/15
doi:10.1016/S1381-1169(03)00262-0,"Interaction of probe molecules with active sites on cobalt, copper and zinc-exchanged SAPO-18 solid acid catalysts ",Journal of Molecular Catalysis A: Chemical,2003/9/1
doi:10.1016/j.apcatb.2020.119874,Insight into hydrothermal aging effect on deactivation of Pd/SSZ-13 as low-temperature NO adsorption catalyst: Effect of dealumination and Pd mobility ,Applied Catalysis B: Environmental,2021/6/5
doi:10.1016/j.fuel.2015.01.033,Recovery of elemental sulphur via selective catalytic reduction of SO2 over sulphided CoMo/γ-Al2O3 catalysts ,Fuel,2015/5/1
doi:10.1016/j.jcat.2021.08.002,Selective catalytic oxidation of ammonia to nitrogen over zeolite-supported Pt-Au catalysts: Effects of alloy formation and acid sites ,Journal of Catalysis,2021/10/31
doi:10.1016/j.catcom.2012.05.019,Effects of morphology and structure of titanate supports on the performance of ceria in selective catalytic reduction of NO ,Catalysis Communications,2012/9/5
doi:10.1016/j.cej.2015.09.090,Catalytic oxidation of elemental mercury by Mn–Mo/CNT at low temperature ,Chemical Engineering Journal,2016/1/15
doi:10.1016/j.cattod.2012.02.060,"Effect of carbon black combustion on NO
                  x
                trap catalyst performances ",Catalysis Today,2012/7/30
doi:10.1016/j.jcis.2012.03.001,"Influence of ceria modification on the properties of TiO2–ZrO2 supported V2O5 catalysts for selective catalytic reduction of NO by NH3
             ",Journal of Colloid and Interface Science,2012/6/15
doi:10.1016/j.apcata.2018.09.006,Mn-based mixed oxides for low temperature NOx adsorber applications ,Applied Catalysis A: General,2018/10/25
doi:10.1016/j.apcatb.2013.04.043,"Identification of the active sites on CeO2–WO3 catalysts for SCR of NO
                  x
                with NH3: An in situ IR and Raman spectroscopy study ",Applied Catalysis B: Environmental,2013/9/30
doi:10.1016/j.jece.2022.108305,Comparative study on potassium poisoning of Cu-CHA catalysts for NH3-SCR: Stability and transformation of Cu2+ ions ,Journal of Environmental Chemical Engineering,2022/10/31
doi:10.1016/j.cej.2018.05.145,A wet process for oxidation-absorption of nitric oxide by persulfate/calcium peroxide ,Chemical Engineering Journal,2018/10/15
doi:10.1016/j.apsusc.2019.144715,"In situ DRIFT study on NH3 selective catalytic reduction of NO
                  x
                over HBEA zeolite doped with CeO2
             ",Applied Surface Science,2020/3/15
doi:10.1016/S1872-2067(11)60517-2,"Effect of CuSAPO-34 catalyst preparation method on NO
                  x
                removal from diesel vehicle exhausts ",Chinese Journal of Catalysis,2013/6/30
doi:10.1016/j.apcatb.2010.12.001,"A Mössbauer and structural investigation of Fe-ZSM-5 catalysts: Influence of Fe oxide nanoparticles size on the catalytic behaviour for the NO-SCR by C3H8
             ",Applied Catalysis B: Environmental,2011/2/1
doi:10.1016/j.apsusc.2013.04.076,"Preparation of highly active manganese oxides supported on functionalized MWNTs for low temperature NO
                  x
                reduction with NH3
             ",Applied Surface Science,2013/8/15
doi:10.1016/j.apcata.2012.08.025,Cu/SiO2 hybrid catalysts containing HZSM-5 with enhanced activity and stability for selective hydrogenation of dimethyl oxalate to ethylene glycol ,Applied Catalysis A: General,2012/11/28
doi:10.1016/j.cattod.2004.08.001,Deactivation of V2O5/TiO2 catalysts during the oxidation of meta-dichlorobenzene in the presence of methyl-naphthalene ,Catalysis Today,2004/12/1
doi:10.1016/j.catcom.2005.09.004,Supported bismuth oxide catalysts for the selective reduction of NO with propene in lean conditions ,Catalysis Communications,2006/3/31
doi:10.1016/j.ijhydene.2021.04.012,"Hydrogen production by ethanol steam reforming over M-Ni/sepiolite (M = La, Mg or Ca) catalysts ",International Journal of Hydrogen Energy,2021/6/18
doi:10.1016/j.cattod.2011.03.013,"Controlled preparation of CoPdSiBEA zeolite catalysts for selective catalytic reduction of NO with methane and their characterisation by XRD, DR UV–vis, TPR, XPS ",Catalysis Today,2011/11/1
doi:10.1016/S1381-1169(00)00336-8,Characterization of MoO3/TiO2–ZrO2 catalysts by XPS and other techniques ,Journal of Molecular Catalysis A: Chemical,2000/11/20
doi:10.1016/j.apsusc.2015.03.052,"The selective catalytic reduction of NO with NH3 over a novel Ce–Sn–Ti mixed oxides catalyst: Promotional effect of SnO2
             ",Applied Surface Science,2015/7/1
doi:10.1016/j.jclepro.2018.02.207,Novel multi-metal containing MnCr catalyst made from manganese slag and chromium wastewater for effective selective catalytic reduction of nitric oxide at low temperature ,Journal of Cleaner Production,2018/5/10
doi:10.1016/S1872-2067(15)61083-X,"Resistance to SO2 poisoning of V2O5/TiO2-PILC catalyst for the selective catalytic reduction of NO by NH3
             ",Chinese Journal of Catalysis,2016/6/30
doi:10.1016/j.apcatb.2004.07.005,Supported platinum catalysts for nitrogen oxide sensors ,Applied Catalysis B: Environmental,2005/1/10
doi:10.1016/j.cattod.2018.07.037,Improvement of NH3-SCR performance and SO2 resistance over Sn modified CeMoOx electrospun fibers at low temperature ,Catalysis Today,2019/5/1
doi:10.1016/j.micromeso.2020.110865,One-pot synthesis of hollow single crystal SSZ-13 zeolite by creating aluminum gradients with excellent activity for NH3-SCR ,Microporous and Mesoporous Materials,2021/2/28
doi:10.1016/S0040-6031(02)00456-2,Thermoanalytical investigations on supported chromia catalysts ,Thermochimica Acta,2003/3/24
doi:10.1016/j.jpcs.2017.03.021,Ultrasonic-assisted hydrothermal synthesis and catalytic behavior of a novel SAPO-34/Clinoptilolite nanocomposite catalyst for high propylene demand in MTO process ,Journal of Physics and Chemistry of Solids,2017/8/31
doi:10.1016/j.cej.2013.09.060,Cobalt manganese oxides modified titania catalysts for oxidation of elemental mercury at low flue gas temperature ,Chemical Engineering Journal,2014/1/15
doi:10.1016/j.jhazmat.2014.04.026,Effects of PbCl2 on selective catalytic reduction of NO with NH3 over vanadia-based catalysts ,Journal of Hazardous Materials,2014/6/15
doi:10.1016/j.fuel.2016.12.034,Impacts of oxygenated compounds concentration on sooting propensities and soot oxidative reactivity: Application to Diesel and Biodiesel surrogates ,Fuel,2017/4/1
doi:10.1016/j.jece.2022.108238,"Efficient MnO
                  x
               -CeO2/Ti-bearing blast furnace slag catalyst for NH3-SCR of NO at low temperature: Study of support treating and Mn/Ce ratio ",Journal of Environmental Chemical Engineering,2022/10/31
doi:10.1016/j.jallcom.2022.164371,Constructing a novel NaLa(WO4)2/g-C3N4 Z-scheme heterojunction with efficient carrier separation for excellent photocatalytic purification of NO ,Journal of Alloys and Compounds,2022/6/15
doi:10.1016/j.cej.2020.127833,A basic comprehensive study on synergetic effects among the metal oxides in CeO2-WO3/TiO2 NH3-SCR catalyst ,Chemical Engineering Journal,2021/10/1
